1801,1,Orchard Close,Leeds
1802,2,Orchard Close,Leeds
1803,3,Orchard Close,Leeds
1804,4,Orchard Close,Leeds
1805,5,Orchard Close,Leeds
1806,6,Orchard Close,Leeds
1807,7,Orchard Close,Leeds
1808,8,Orchard Close,Leeds
1809,9,Orchard Close,Leeds
1810,10,Orchard Close,Leeds
1811,11,Orchard Close,Leeds
1812,12,Orchard Close,Leeds
1813,13,Orchard Close,Leeds
1814,14,Orchard Close,Leeds
1815,15,Orchard Close,Leeds
1816,16,Orchard Close,Leeds
1817,17,Orchard Close,Leeds
1818,18,Orchard Close,Leeds
1819,19,Orchard Close,Leeds
1820,20,Orchard Close,Leeds
1821,21,Orchard Close,Leeds
1822,22,Orchard Close,Leeds
1823,23,Orchard Close,Leeds
1824,24,Orchard Close,Leeds
1825,25,Orchard Close,Leeds
1826,26,Orchard Close,Leeds
1827,27,Orchard Close,Leeds
1828,28,Orchard Close,Leeds
1829,29,Orchard Close,Leeds
1830,30,Orchard Close,Leeds
1831,31,Orchard Close,Leeds
1832,32,Orchard Close,Leeds
1833,33,Orchard Close,Leeds
1834,34,Orchard Close,Leeds
1835,35,Orchard Close,Leeds
1836,36,Orchard Close,Leeds
1837,37,Orchard Close,Leeds
1838,38,Orchard Close,Leeds
1839,39,Orchard Close,Leeds
1840,40,Orchard Close,Leeds
1841,41,Orchard Close,Leeds
1842,42,Orchard Close,Leeds
1843,43,Orchard Close,Leeds
1844,44,Orchard Close,Leeds
1845,45,Orchard Close,Leeds
1846,46,Orchard Close,Leeds
1847,47,Orchard Close,Leeds
1848,48,Orchard Close,Leeds
1849,49,Orchard Close,Leeds
1850,50,Orchard Close,Leeds
1851,51,Orchard Close,Leeds
1852,52,Orchard Close,Leeds
1853,53,Orchard Close,Leeds
1854,54,Orchard Close,Leeds
1855,55,Orchard Close,Leeds
1856,56,Orchard Close,Leeds
1857,57,Orchard Close,Leeds
1858,58,Orchard Close,Leeds
1859,59,Orchard Close,Leeds
1860,60,Orchard Close,Leeds
1861,61,Orchard Close,Leeds
1862,62,Orchard Close,Leeds
1863,63,Orchard Close,Leeds
1864,64,Orchard Close,Leeds
1865,65,Orchard Close,Leeds
1866,66,Orchard Close,Leeds
1867,67,Orchard Close,Leeds
1868,68,Orchard Close,Leeds
1869,69,Orchard Close,Leeds
1870,70,Orchard Close,Leeds
1871,71,Orchard Close,Leeds
1872,72,Orchard Close,Leeds
1873,73,Orchard Close,Leeds
1874,74,Orchard Close,Leeds
1875,75,Orchard Close,Leeds
1876,76,Orchard Close,Leeds
1877,77,Orchard Close,Leeds
1878,78,Orchard Close,Leeds
1879,79,Orchard Close,Leeds
1880,80,Orchard Close,Leeds
1881,81,Orchard Close,Leeds
1882,82,Orchard Close,Leeds
1883,83,Orchard Close,Leeds
1884,84,Orchard Close,Leeds
1885,85,Orchard Close,Leeds
1886,86,Orchard Close,Leeds
1887,87,Orchard Close,Leeds
1888,88,Orchard Close,Leeds
1889,89,Orchard Close,Leeds
1890,90,Orchard Close,Leeds
1891,91,Orchard Close,Leeds
1892,92,Orchard Close,Leeds
1893,93,Orchard Close,Leeds
1894,94,Orchard Close,Leeds
1895,95,Orchard Close,Leeds
1896,96,Orchard Close,Leeds
1897,97,Orchard Close,Leeds
1898,98,Orchard Close,Leeds
1899,99,Orchard Close,Leeds
1900,100,Orchard Close,Leeds
